date,symbol,veto_reason,strategy,regime,tier,notional,nav
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,169.72435123706575,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.1333845237605,10009.4089095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.1333845237605,10009.4089095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,126.1333845237605,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.15453394182445,10009.5089095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.15453394182445,10009.5089095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,84.15453394182445,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.76797583658973,10008.8549095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.76797583658973,10008.8809095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,170.76797583658973,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.54068179581647,10008.8739095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.54068179581647,10008.8739095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,126.54068179581647,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.54787890877643,10008.7289095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.54787890877643,10008.7289095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,84.54787890877643,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.75468565144686,10008.4259095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.75468565144686,10008.4219095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,170.75468565144686,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.50588521522752,10008.3909095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,126.50588521522752,10008.3909095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,126.50588521522752,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.59921522036657,10008.3429095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,84.59921522036657,10008.3909095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,84.59921522036657,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,168.82644725053711,10008.4069095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,168.82644725053711,10008.4069095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,168.82644725053711,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,131.58942475734742,10008.4069095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,131.58942475734742,10008.4069095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,131.58942475734742,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,154.77247451101286,10008.4069095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,154.77247451101286,10008.4069095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,154.77247451101286,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10007.3099095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,166.3050000389023,10006.1579095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,166.3050000389023,10005.940909500001
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,166.3050000389023,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,127.96189152530019,10006.1719095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,127.96189152530019,10006.1719095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,127.96189152530019,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,147.7008387824702,10006.1689095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,147.7008387824702,10006.1689095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,147.7008387824702,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,121.97763862794656,10006.090909499999
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,121.97763862794656,10006.090909499999
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,121.97763862794656,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10005.8439095
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10002.143909499999
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10001.0419095
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10004.6949095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,155.13021879043455,10005.5219095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,155.13021879043455,10005.2639095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,155.13021879043455,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10005.037909499999
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10004.0679095
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10003.1839095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,180.7124526634886,10008.2749095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,180.7124526634886,10008.6869095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,180.7124526634886,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,147.04794382977673,10008.2139095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,147.04794382977673,10008.2139095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,147.04794382977673,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,86.00062366615145,10008.2219095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,86.00062366615145,10008.3449095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,86.00062366615145,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10008.3669095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.35326349799206,10007.2819095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.35326349799206,10007.5319095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,178.35326349799206,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,142.74055580504137,10007.190909500001
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,142.74055580504137,10007.2819095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,142.74055580504137,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,83.71773955648723,10007.190909500001
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,83.71773955648723,10007.190909500001
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,83.71773955648723,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10002.047909500001
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,167.92493707543716,10006.3319095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,167.92493707543716,10006.3689095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,167.92493707543716,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,129.83865219897987,10006.316909500001
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,129.83865219897987,10006.2719095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,129.83865219897987,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,75.10632675577521,10006.2599095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,75.10632675577521,10006.2669095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,75.10632675577521,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,175.47306262348454,10008.5629095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,175.47306262348454,10008.5689095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,175.47306262348454,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,133.0619071764468,10007.9819095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,133.0619071764468,10007.9469095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,133.0619071764468,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,77.26841905054484,10008.1079095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,77.26841905054484,10008.1129095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,77.26841905054484,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10008.197909499999
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,181.82147303496347,10008.476909500001
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,181.82147303496347,10008.476909500001
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,181.82147303496347,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,135.4652835096817,10008.5109095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,135.4652835096817,10008.4559095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,135.4652835096817,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,79.47289734167758,10009.0089095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,79.47289734167758,10009.0089095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,79.47289734167758,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.53450205259205,10008.2859095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.53450205259205,10008.2189095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,183.53450205259205,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,141.64784755662723,10008.2049095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,141.64784755662723,10008.3109095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,141.64784755662723,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.88487660713815,10008.1219095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.88487660713815,10008.172909500001
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,80.88487660713815,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.44029621092685,10008.0969095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.44029621092685,10008.0969095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,183.44029621092685,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,139.72536705279578,10007.9729095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,139.72536705279578,10007.9729095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,139.72536705279578,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.68509133832947,10007.9729095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.68509133832947,10007.9729095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,80.68509133832947,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10007.3329095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.58236318766112,10006.7859095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.58236318766112,10006.7859095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,183.58236318766112,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,136.12644268002154,10006.7259095
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,136.12644268002154,10006.7259095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,136.12644268002154,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.04727694752607,10006.7259095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,80.04727694752607,10006.7259095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,80.04727694752607,None
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.53777174371027,10006.4529095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,183.53777174371027,10006.2959095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,183.53777174371027,None
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,135.95467102919264,10006.208909500001
2026-02-01,ETHUSDT,symbol_cap,unknown,unknown,CORE,135.95467102919264,10006.1639095
2026-02-01,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,135.95467102919264,None
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,55.567696343288844,10006.3299095
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,55.567696343288844,10006.3299095
2026-02-01,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,55.567696343288844,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,10006.2909095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.06384677075314,10004.4259095
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.06384677075314,10001.3749095
2026-02-01,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,174.06384677075314,None
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9981.939652379999
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9960.216069099999
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9946.49052804
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9935.08922011
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,164.72426994566774,9933.42122011
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,48.125343605193436,9933.90652163
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,160.30542767696005,9931.36623963
2026-02-01,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,49.049770487183885,9931.32323963
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,159.94562505335614,9931.22288763
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,159.7843166524663,9932.880351830001
2026-02-01,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9931.48651599
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,159.73549338767057,9931.38751599
2026-02-01,BTCUSDT,symbol_cap,unknown,unknown,CORE,159.98932029969333,9931.980515989999
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,160.1878685526861,9931.78003458
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,175.55606083697947,9929.97651326
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,175.55606083697947,9929.97651326
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,175.55606083697947,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,173.50937150269414,9928.606513260002
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,173.50937150269414,9928.58451326
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,173.50937150269414,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.1395556544434,9930.75151326
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.1395556544434,9930.76351326
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,172.1395556544434,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9930.784513260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,173.4994337092531,9935.54151326
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,173.4994337092531,9935.67351326
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,173.4994337092531,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,53.010524498649396,9935.496513260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.77689111024486,9936.74529126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.77689111024486,9936.53429126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,178.77689111024486,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.53549014221654,9936.74529126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.53549014221654,9936.74529126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,54.53549014221654,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,177.29966324272723,9936.66329126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,177.29966324272723,9936.64829126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,177.29966324272723,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.34122922399115,9936.66429126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.34122922399115,9936.64429126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,54.34122922399115,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,180.6628470355039,9938.83429126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,180.6628470355039,9938.582291260002
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,180.6628470355039,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,56.83799947705912,9940.03929126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,56.83799947705912,9940.03929126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,56.83799947705912,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9940.04129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.99734788741208,9939.58329126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.99734788741208,9939.56029126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,185.99734788741208,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,106.28241992597407,9939.56029126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,106.28241992597407,9939.58329126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,106.28241992597407,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,58.41027799966355,9939.42829126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,58.41027799966355,9939.37829126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,58.41027799966355,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.855419830452,9939.31129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.855419830452,9939.30229126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,187.855419830452,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,108.13167612095904,9939.348291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,108.13167612095904,9939.349291260001
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,108.13167612095904,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,59.055621868162476,9939.43629126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,59.055621868162476,9939.38129126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,59.055621868162476,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9939.79129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,199.39685332526935,9941.03029126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,199.39685332526935,9941.13129126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,199.39685332526935,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,112.06656906483462,9941.13129126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,112.06656906483462,9941.13129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,112.06656906483462,None
