timestamp,open,high,low,close,volume
2021-12-24,37.36000000,37.74000000,36.00000000,36.45000000,2588733.78000000
2021-12-25,36.46000000,37.30000000,36.18000000,37.00000000,1798246.82000000
2021-12-26,37.01000000,37.71000000,35.52000000,37.28000000,2459649.24000000
2021-12-27,37.29000000,41.27000000,36.91000000,39.22000000,4898709.64000000
2021-12-28,39.22000000,39.84000000,35.83000000,36.26000000,5909591.92000000
2021-12-29,36.26000000,36.76000000,33.85000000,34.22000000,3574478.26000000
2021-12-30,34.21000000,35.83000000,33.29000000,34.94000000,3190390.63000000
2021-12-31,34.94000000,35.73000000,33.50000000,34.24000000,3112798.52000000
2022-01-01,34.25000000,35.99000000,34.24000000,35.88000000,1616700.27000000
2022-01-02,35.89000000,36.50000000,35.20000000,35.74000000,1908969.09000000
2022-01-03,35.74000000,35.76000000,34.37000000,35.08000000,1992032.92000000
2022-01-04,35.08000000,38.23000000,34.42000000,36.17000000,4462337.27000000
2022-01-05,36.17000000,38.50000000,31.05000000,33.15000000,6108216.32170000
2022-01-06,33.15000000,33.50000000,32.05000000,32.98000000,3799196.10000000
2022-01-07,32.98000000,33.05000000,29.75000000,31.54000000,4986731.61000000
2022-01-08,31.55000000,32.20000000,28.35000000,29.46000000,3407384.06560000
2022-01-09,29.46000000,31.08000000,29.26000000,30.21000000,2346159.75000000
2022-01-10,30.21000000,30.37000000,26.32000000,28.12000000,4810957.68240000
2022-01-11,28.13000000,29.26000000,27.80000000,28.88000000,2254699.00000000
2022-01-12,28.88000000,30.89000000,28.48000000,30.77000000,2646386.98000000
2022-01-13,30.77000000,30.86000000,28.39000000,28.51000000,2774618.79000000
2022-01-14,28.51000000,29.87000000,28.02000000,29.72000000,2835853.06000000
2022-01-15,29.72000000,30.60000000,29.31000000,29.66000000,1783099.52000000
2022-01-16,29.66000000,31.48000000,29.61000000,30.38000000,2156207.69000000
2022-01-17,30.38000000,30.46000000,28.52000000,28.97000000,1862779.85000000
2022-01-18,28.98000000,29.33000000,27.66000000,28.47000000,2244706.75000000
2022-01-19,28.47000000,28.71000000,27.21000000,27.61000000,1967639.26000000
2022-01-20,27.62000000,28.70000000,26.00000000,26.18000000,1885125.08000000
2022-01-21,26.19000000,26.58000000,21.12000000,21.97000000,5829037.99800000
2022-01-22,21.96000000,22.65000000,16.97000000,19.01000000,9930877.39710000
2022-01-23,19.01000000,20.27000000,18.36000000,19.49000000,4418430.59000000
2022-01-24,19.49000000,19.50000000,16.82000000,18.42000000,7906275.78000000
2022-01-25,18.41000000,18.56000000,17.72000000,18.15000000,3342227.41000000
2022-01-26,18.16000000,20.43000000,18.00000000,19.27000000,5235012.48000000
2022-01-27,19.27000000,19.99000000,18.07000000,19.20000000,4062372.75000000
2022-01-28,19.20000000,19.85000000,18.50000000,19.61000000,3466445.34000000
2022-01-29,19.61000000,20.78000000,19.37000000,20.28000000,3073353.32000000
2022-01-30,20.28000000,20.88000000,19.47000000,19.82000000,2320536.98000000
2022-01-31,19.82000000,21.90000000,18.97000000,21.29000000,3160362.28000000
2022-02-01,21.29000000,21.59000000,20.58000000,20.89000000,1989948.26000000
2022-02-02,20.90000000,21.45000000,19.95000000,20.17000000,2902063.46000000
